Trial,Reward,Algorithm
159,0.7862333955573185,Thompson Sampling
160,-1.0368147999315525,Thompson Sampling
161,-0.2737251606726524,Thompson Sampling
162,0.6246206308062918,Thompson Sampling
163,-1.5109047200590768,Thompson Sampling
164,2.4257475218845292,Thompson Sampling
165,0.7697737072007123,Thompson Sampling
166,0.562956933099799,Thompson Sampling
167,0.28472288569158277,Thompson Sampling
168,1.3918947817294867,Thompson Sampling
169,0.7910777574536715,Thompson Sampling
170,1.9078951053805806,Thompson Sampling
171,1.3235988833273247,Thompson Sampling
172,-0.06928698602097627,Thompson Sampling
173,2.020959676986855,Thompson Sampling
174,-0.8430064381334521,Thompson Sampling
175,-1.182641158376164,Thompson Sampling
176,-0.09887631709012423,Thompson Sampling
177,1.8208390223069975,Thompson Sampling
178,1.636197593238188,Thompson Sampling
179,1.6743117556805185,Thompson Sampling
180,-1.1306984259818262,Thompson Sampling
181,0.8247490449220376,Thompson Sampling
182,-0.6935485782681275,Thompson Sampling
183,2.313970118228747,Thompson Sampling
184,1.7704956103282492,Thompson Sampling
185,-0.3360953232477958,Thompson Sampling
186,2.097674779665461,Thompson Sampling
187,2.7287634820267126,Thompson Sampling
188,1.1117092794463859,Thompson Sampling
189,1.8649288225286784,Thompson Sampling
190,0.10352283120150874,Thompson Sampling
191,0.3738261820845544,Thompson Sampling
192,0.43326786194853983,Thompson Sampling
193,1.4401380136188842,Thompson Sampling
194,1.4639271804611136,Thompson Sampling
195,1.4735492950484328,Thompson Sampling
196,0.9715699295444072,Thompson Sampling
197,1.2325934394895228,Thompson Sampling
198,-1.0214983930506927,Thompson Sampling
199,-0.09061304682069549,Thompson Sampling
200,2.035915612747326,Thompson Sampling
201,0.42031773184089544,Thompson Sampling
202,1.3784686504001242,Thompson Sampling
203,-0.5825902626612939,Thompson Sampling
204,1.808370691973869,Thompson Sampling
205,-0.3743893414230769,Thompson Sampling
206,1.1804058837894673,Thompson Sampling
207,1.153096673524397,Thompson Sampling
208,-0.2678643493349053,Thompson Sampling
209,-0.14571165562982025,Thompson Sampling
210,-0.01923611762022981,Thompson Sampling
211,-1.0609295197017405,Thompson Sampling
212,2.760197403811609,Thompson Sampling
213,0.1422612389795963,Thompson Sampling
214,1.342816416807722,Thompson Sampling
215,0.3430220862609642,Thompson Sampling
216,0.8506932878831962,Thompson Sampling
217,1.1325456698986112,Thompson Sampling
218,1.9728667945077638,Thompson Sampling
219,-0.4596592322582017,Thompson Sampling
220,2.118021226110997,Thompson Sampling
221,0.36368704371939375,Thompson Sampling
222,0.6003209433943761,Thompson Sampling
223,0.37535636602587197,Thompson Sampling
224,0.5363782501885825,Thompson Sampling
225,2.2078105539285584,Thompson Sampling
226,-0.4980630131537088,Thompson Sampling
227,-0.5605479778970875,Thompson Sampling
228,-0.7749151161945443,Thompson Sampling
229,-1.4972222879929484,Thompson Sampling
230,1.9799966008901104,Thompson Sampling
231,0.19719542438235083,Thompson Sampling
232,-0.6920758159373531,Thompson Sampling
233,0.20454565335412167,Thompson Sampling
234,-0.30427431653299764,Thompson Sampling
235,1.7383766251714081,Thompson Sampling
236,0.039651187786887365,Thompson Sampling
237,0.38899687051073945,Thompson Sampling
238,0.9741594991677438,Thompson Sampling
239,0.4636754582200612,Thompson Sampling
240,0.5133549824165848,Thompson Sampling
241,0.9912757034194887,Thompson Sampling
242,3.156929946078391,Thompson Sampling
243,1.4812273692220521,Thompson Sampling
244,-0.8145032111682468,Thompson Sampling
245,2.526173531717416,Thompson Sampling
246,1.1973981704951928,Thompson Sampling
247,0.09259767003462871,Thompson Sampling
248,0.5208221111361923,Thompson Sampling
249,2.2867242696476264,Thompson Sampling
250,-0.45123019307731005,Thompson Sampling
251,1.7119978533305087,Thompson Sampling
252,0.24790589487166437,Thompson Sampling
253,0.975647603708392,Thompson Sampling
254,-0.2939510547468571,Thompson Sampling
255,0.7660485598629393,Thompson Sampling
256,-0.2576258258857246,Thompson Sampling
257,1.427191396462498,Thompson Sampling
258,0.3880347212574642,Thompson Sampling
259,-0.36670421870298264,Thompson Sampling
260,2.3232808493591834,Thompson Sampling
261,-0.5226249725227753,Thompson Sampling
262,1.4567720675084692,Thompson Sampling
263,0.40059664871367595,Thompson Sampling
264,1.9158812588159395,Thompson Sampling
265,0.8294064086752347,Thompson Sampling
266,2.500909548882892,Thompson Sampling
267,0.5705709406546486,Thompson Sampling
268,1.2963306538640333,Thompson Sampling
269,-0.27382188310531885,Thompson Sampling
270,1.261219893541295,Thompson Sampling
271,1.0578277227373774,Thompson Sampling
272,1.7832507208086166,Thompson Sampling
273,1.2713843452038174,Thompson Sampling
274,1.3480758526987344,Thompson Sampling
275,1.2381134623325676,Thompson Sampling
276,-1.3937385161603282,Thompson Sampling
277,0.1879722242037717,Thompson Sampling
278,1.3950612937496145,Thompson Sampling
279,1.604152459437739,Thompson Sampling
280,1.4690946128482982,Thompson Sampling
281,0.08272969120609408,Thompson Sampling
282,1.6742638170486521,Thompson Sampling
283,1.8434713215636436,Thompson Sampling
284,2.045824640728791,Thompson Sampling
285,0.6480283515482573,Thompson Sampling
286,0.4296686223685274,Thompson Sampling
287,-0.4570133327439915,Thompson Sampling
288,1.6475741221819342,Thompson Sampling
289,1.924474492889762,Thompson Sampling
290,-0.37965264714426306,Thompson Sampling
291,1.3038705457270674,Thompson Sampling
292,1.9374671092585283,Thompson Sampling
293,1.2498525962990343,Thompson Sampling
294,-0.2183811974037334,Thompson Sampling
295,0.5782848952401938,Thompson Sampling
296,-0.6879798141904913,Thompson Sampling
297,1.2766079563991704,Thompson Sampling
298,-1.1514059047638283,Thompson Sampling
299,-0.7569238068158212,Thompson Sampling
300,0.3247992812482188,Thompson Sampling
301,-0.2561668971546508,Thompson Sampling
302,0.15082591517431188,Thompson Sampling
303,0.8909557488933851,Thompson Sampling
304,0.6684231618322596,Thompson Sampling
305,0.5369948856248681,Thompson Sampling
306,0.6635518821795552,Thompson Sampling
307,1.2381756717434005,Thompson Sampling
308,1.470143843154478,Thompson Sampling
309,0.4287871259078008,Thompson Sampling
310,2.4050070228407043,Thompson Sampling
311,1.690304461540601,Thompson Sampling
312,1.1749710549348351,Thompson Sampling
313,2.0817239637891785,Thompson Sampling
314,2.36472971588161,Thompson Sampling
315,1.5505772904863897,Thompson Sampling
316,0.4823223326235438,Thompson Sampling
317,-0.18105196641218424,Thompson Sampling
318,-1.5850204691067984,Thompson Sampling
319,1.362738366353319,Thompson Sampling
320,0.5222344150712193,Thompson Sampling
321,0.8972202143157905,Thompson Sampling
322,1.3905043076788104,Thompson Sampling
323,0.4331553211498706,Thompson Sampling
324,1.59387217785997,Thompson Sampling
325,-1.026640923745029,Thompson Sampling
326,0.49990446750924356,Thompson Sampling
327,0.9125970728384655,Thompson Sampling
328,-0.7411208920630633,Thompson Sampling
329,0.8580369239891671,Thompson Sampling
330,0.07895337031018523,Thompson Sampling
331,-0.060621213473516344,Thompson Sampling
332,-0.869806876466462,Thompson Sampling
333,1.1225519783167714,Thompson Sampling
334,2.689075909874502,Thompson Sampling
335,-1.161015654481614,Thompson Sampling
336,2.2829020420352375,Thompson Sampling
337,1.9202675358071852,Thompson Sampling
338,2.249411497912046,Thompson Sampling
339,0.05952531745474998,Thompson Sampling
340,0.30689347793677535,Thompson Sampling
341,-0.6565945007083828,Thompson Sampling
342,0.8473949120804748,Thompson Sampling
343,2.6256286591242293,Thompson Sampling
344,0.022097597788929724,Thompson Sampling
345,0.7597446205061225,Thompson Sampling
346,0.9848469462557601,Thompson Sampling
347,1.2633942451598803,Thompson Sampling
348,0.7728990513728141,Thompson Sampling
349,0.7433508501470613,Thompson Sampling
350,0.07600091831927558,Thompson Sampling
351,3.879766316672075,Thompson Sampling
352,1.7774650097515665,Thompson Sampling
353,1.3611678429805938,Thompson Sampling
354,2.939898533084553,Thompson Sampling
355,2.3507995438902203,Thompson Sampling
356,2.6288669123859183,Thompson Sampling
357,0.14900068288801482,Thompson Sampling
358,1.7868608840083349,Thompson Sampling
359,0.11319437178979819,Thompson Sampling
360,0.398874419971997,Thompson Sampling
361,-0.3698854379656352,Thompson Sampling
362,2.5326788386635006,Thompson Sampling
363,2.141528062855805,Thompson Sampling
364,0.2756352625281051,Thompson Sampling
365,1.5937687869319388,Thompson Sampling
366,0.1240302831150939,Thompson Sampling
367,0.7938933093691004,Thompson Sampling
368,0.3529457399301771,Thompson Sampling
369,-0.5270178964380047,Thompson Sampling
370,1.1647037500582085,Thompson Sampling
371,1.0145600610098795,Thompson Sampling
372,0.5106050662763622,Thompson Sampling
373,1.750329621589393,Thompson Sampling
374,1.7270233088032447,Thompson Sampling
375,0.16002764708615014,Thompson Sampling
376,1.5501563483647627,Thompson Sampling
377,0.08203233517956243,Thompson Sampling
378,1.467027924194063,Thompson Sampling
379,1.311445869397059,Thompson Sampling
380,1.4413627392111126,Thompson Sampling
381,0.428984642616179,Thompson Sampling
382,-0.29946909050678194,Thompson Sampling
383,0.8108403670951803,Thompson Sampling
384,0.4842253160048255,Thompson Sampling
385,0.4819565891723408,Thompson Sampling
386,0.11724047978638885,Thompson Sampling
387,0.21130387677247287,Thompson Sampling
388,1.747710878720507,Thompson Sampling
389,2.1052760312311283,Thompson Sampling
390,0.8633142901977758,Thompson Sampling
391,1.2580693767429159,Thompson Sampling
392,0.6461481156163082,Thompson Sampling
393,0.3787578104490331,Thompson Sampling
394,0.7597322314943501,Thompson Sampling
395,1.7131935173166826,Thompson Sampling
396,2.0597859168234014,Thompson Sampling
397,0.6768537553121712,Thompson Sampling
398,0.8535523946756651,Thompson Sampling
399,0.44249467826514405,Thompson Sampling
400,0.19647223095398503,Thompson Sampling
401,2.4590799713782343,Thompson Sampling
402,1.2490699990167216,Thompson Sampling
403,0.07619008809047445,Thompson Sampling
404,-0.2363747097626988,Thompson Sampling
405,1.2186013767992487,Thompson Sampling
406,2.2286748376848635,Thompson Sampling
407,0.3491222589042936,Thompson Sampling
408,0.2439670680515763,Thompson Sampling
409,1.0608882217425977,Thompson Sampling
410,0.7040047659392725,Thompson Sampling
411,0.09366320273529605,Thompson Sampling
412,1.0534600786093034,Thompson Sampling
413,-0.1769485286766549,Thompson Sampling
414,-0.3993701794598913,Thompson Sampling
415,0.6927653529855851,Thompson Sampling
416,0.8446183259574513,Thompson Sampling
417,1.438459258960825,Thompson Sampling
418,0.11551553250653346,Thompson Sampling
419,0.10126106343570263,Thompson Sampling
420,0.45831014152605865,Thompson Sampling
421,0.24110316893988126,Thompson Sampling
422,0.8519532826416422,Thompson Sampling
423,1.617730091406902,Thompson Sampling
424,-0.010030710803628051,Thompson Sampling
425,0.47412400153674517,Thompson Sampling
426,-0.10170899221947372,Thompson Sampling
427,1.8020876923849198,Thompson Sampling
428,2.0497920120499873,Thompson Sampling
429,-0.10015565567452944,Thompson Sampling
430,0.5220286484482007,Thompson Sampling
431,0.8678019239932082,Thompson Sampling
432,1.2224216004962116,Thompson Sampling
433,2.1243322458045863,Thompson Sampling
434,-0.32189987386076624,Thompson Sampling
435,2.181782160039844,Thompson Sampling
436,1.3914829682354561,Thompson Sampling
437,1.8278105188122264,Thompson Sampling
438,1.2859639077817535,Thompson Sampling
439,3.147072094726344,Thompson Sampling
440,0.5767913741229829,Thompson Sampling
441,2.7860519069490985,Thompson Sampling
442,0.011943712475368629,Thompson Sampling
443,0.3226669983236572,Thompson Sampling
444,0.6631356434283694,Thompson Sampling
445,0.3260166905279531,Thompson Sampling
446,0.8310575244277597,Thompson Sampling
447,1.3518684251565651,Thompson Sampling
448,-0.9282765171754604,Thompson Sampling
449,-0.5457310833761227,Thompson Sampling
450,1.3695450478863398,Thompson Sampling
451,2.6863570475186003,Thompson Sampling
452,1.5302437248213518,Thompson Sampling
453,0.7258943337248063,Thompson Sampling
454,2.4819590432914187,Thompson Sampling
455,2.3747919331818306,Thompson Sampling
456,0.5385649279499123,Thompson Sampling
457,-0.03947806834855072,Thompson Sampling
458,0.15634935817096784,Thompson Sampling
459,1.9598007554913655,Thompson Sampling
460,1.7444127398818363,Thompson Sampling
461,-0.04703423958192676,Thompson Sampling
462,2.1482569083990772,Thompson Sampling
463,1.7106437805226116,Thompson Sampling
464,1.863459338355539,Thompson Sampling
465,0.4624189205246581,Thompson Sampling
466,-0.3427850893679062,Thompson Sampling
467,1.1258374961529645,Thompson Sampling
468,1.2678844431553664,Thompson Sampling
469,1.3683136018242612,Thompson Sampling
470,0.8631165360556218,Thompson Sampling
471,-0.19349455193255005,Thompson Sampling
472,2.954150292111989,Thompson Sampling
473,0.34470396300483874,Thompson Sampling
474,0.6170152410503109,Thompson Sampling
475,1.106872612809967,Thompson Sampling
476,1.3151580165449723,Thompson Sampling
477,0.6376829569628146,Thompson Sampling
478,1.0982633324276319,Thompson Sampling
479,2.222854320924267,Thompson Sampling
480,0.765722902453936,Thompson Sampling
481,1.6340300487510322,Thompson Sampling
482,1.5702686861934851,Thompson Sampling
483,0.02404481263036784,Thompson Sampling
484,0.6912092270969306,Thompson Sampling
485,2.050648339640302,Thompson Sampling
486,0.6948915152158446,Thompson Sampling
487,0.9643826077434929,Thompson Sampling
488,0.44672237220247596,Thompson Sampling
489,0.3796997591969139,Thompson Sampling
490,2.2128387272490277,Thompson Sampling
491,0.7577868533332549,Thompson Sampling
492,-0.5233719866151357,Thompson Sampling
493,0.8337550360984531,Thompson Sampling
494,0.9263127233482114,Thompson Sampling
495,2.1029723680942425,Thompson Sampling
496,3.382668003143093,Thompson Sampling
497,0.9680543392271443,Thompson Sampling
498,1.7940404354835784,Thompson Sampling
499,1.9368101096421966,Thompson Sampling
500,2.6971568736774274,Thompson Sampling
501,-0.2600650521054372,Thompson Sampling
502,0.6688734084829657,Thompson Sampling
503,-1.7773257815489885e-05,Thompson Sampling
504,-0.9307427702365006,Thompson Sampling
505,-0.613992730482383,Thompson Sampling
506,1.7272593976561839,Thompson Sampling
507,-0.4207699035659632,Thompson Sampling
508,2.1872749601831467,Thompson Sampling
509,0.7175845954438947,Thompson Sampling
510,0.22852056339511995,Thompson Sampling
511,0.11876962682853542,Thompson Sampling
512,1.1258509913735142,Thompson Sampling
513,1.1897777587303802,Thompson Sampling
514,1.8192311878183058,Thompson Sampling
515,1.2101652765340332,Thompson Sampling
516,0.4763159044094413,Thompson Sampling
517,0.6445423981710794,Thompson Sampling
518,-0.5153252662072477,Thompson Sampling
519,1.632365180710218,Thompson Sampling
520,0.5170937452210196,Thompson Sampling
521,1.9770096217678947,Thompson Sampling
522,1.2969467793173142,Thompson Sampling
523,-1.0077295725244508,Thompson Sampling
524,0.6374891363874746,Thompson Sampling
525,0.6218093656930601,Thompson Sampling
526,2.3607563028471117,Thompson Sampling
527,-0.1699363818109273,Thompson Sampling
528,-0.17136415613302325,Thompson Sampling
529,1.020015496136777,Thompson Sampling
530,1.118748149632625,Thompson Sampling
531,1.0823544585491824,Thompson Sampling
532,1.623345224306687,Thompson Sampling
533,-0.3257182976944176,Thompson Sampling
534,1.5477239413626256,Thompson Sampling
535,0.19912263216778936,Thompson Sampling
536,2.7822773912932814,Thompson Sampling
537,-0.03181444761136898,Thompson Sampling
538,1.7822306010442306,Thompson Sampling
539,1.5519288013637818,Thompson Sampling
540,2.1193535978582236,Thompson Sampling
541,0.097298236784509,Thompson Sampling
542,3.0993337675621366,Thompson Sampling
543,1.4312212631468757,Thompson Sampling
544,-0.18121733664227502,Thompson Sampling
545,0.3610483760900035,Thompson Sampling
546,-0.10489560937001385,Thompson Sampling
547,1.6945632152774865,Thompson Sampling
548,1.6042934080993176,Thompson Sampling
549,0.4750867112701576,Thompson Sampling
550,1.6920383732902113,Thompson Sampling
551,2.3043410532645203,Thompson Sampling
552,2.213233439345676,Thompson Sampling
553,2.079690117944193,Thompson Sampling
554,1.1681573023229443,Thompson Sampling
555,1.8876265765595275,Thompson Sampling
556,-0.6390961981249054,Thompson Sampling
557,-0.5217029723040986,Thompson Sampling
558,2.598661772157116,Thompson Sampling
559,-1.152789568287711,Thompson Sampling
560,1.8577411421799916,Thompson Sampling
561,2.6534092352781986,Thompson Sampling
562,0.028413413256990316,Thompson Sampling
563,2.348155880428976,Thompson Sampling
564,1.5196429355760364,Thompson Sampling
565,-0.5346845638351513,Thompson Sampling
566,0.7703285088964573,Thompson Sampling
567,-0.6167970841148694,Thompson Sampling
568,0.808651703502385,Thompson Sampling
569,0.6685247076146027,Thompson Sampling
570,0.3726606116520018,Thompson Sampling
571,-0.9527898513512661,Thompson Sampling
572,0.7693504675983353,Thompson Sampling
573,-0.516184333252404,Thompson Sampling
574,0.2236251497182452,Thompson Sampling
575,1.5721731810565462,Thompson Sampling
576,1.816242729377437,Thompson Sampling
577,0.5211318003230254,Thompson Sampling
578,1.3732503752679928,Thompson Sampling
579,0.10554820038981172,Thompson Sampling
580,-0.41232836220258917,Thompson Sampling
581,2.4494041787205667,Thompson Sampling
582,1.4628469083240885,Thompson Sampling
583,1.9539488219287335,Thompson Sampling
584,-0.05571981108484847,Thompson Sampling
585,0.16178965629766673,Thompson Sampling
586,0.00607000629669785,Thompson Sampling
587,1.5990675056451553,Thompson Sampling
588,-0.26259519310867263,Thompson Sampling
589,0.21092100159442373,Thompson Sampling
590,-0.7088634835473228,Thompson Sampling
591,-1.3646409425840904,Thompson Sampling
592,1.45364918302878,Thompson Sampling
593,0.12798381426763172,Thompson Sampling
594,0.15623230816782108,Thompson Sampling
595,2.9810674223856313,Thompson Sampling
596,-1.0383510854516471,Thompson Sampling
597,2.1807424525873653,Thompson Sampling
598,1.0519302217328865,Thompson Sampling
599,1.0635941292433142,Thompson Sampling
600,-0.116800299684236,Thompson Sampling
601,1.4199321368488018,Thompson Sampling
602,0.023867739669552135,Thompson Sampling
603,1.7235080164319565,Thompson Sampling
604,1.2421385629809443,Thompson Sampling
605,1.6245143057315317,Thompson Sampling
606,1.4515882438109666,Thompson Sampling
607,-0.1465572742221114,Thompson Sampling
608,2.4705318167052193,Thompson Sampling
609,2.2813880979529735,Thompson Sampling
610,0.014772529809261581,Thompson Sampling
611,1.9107515277060667,Thompson Sampling
612,-0.5569974117467219,Thompson Sampling
613,-1.3088876679871948,Thompson Sampling
614,1.5946700467601345,Thompson Sampling
615,1.5810002348384655,Thompson Sampling
616,1.3349517770852726,Thompson Sampling
617,1.2267736790377746,Thompson Sampling
618,0.04368981378108594,Thompson Sampling
619,0.7511331237069095,Thompson Sampling
620,1.5109054221052653,Thompson Sampling
621,0.8918319563339537,Thompson Sampling
622,0.9743077480252114,Thompson Sampling
623,1.7366317415367525,Thompson Sampling
624,1.6753856224541939,Thompson Sampling
625,-1.282407293965119,Thompson Sampling
626,0.03904752647333598,Thompson Sampling
627,0.36360565199998385,Thompson Sampling
628,0.4530103331107,Thompson Sampling
629,2.262243849752367,Thompson Sampling
630,-0.7979775755980864,Thompson Sampling
631,0.7644376911767576,Thompson Sampling
632,2.1879211848787206,Thompson Sampling
633,0.9877292181597679,Thompson Sampling
634,-0.4269950041643288,Thompson Sampling
635,1.6532114309752042,Thompson Sampling
636,-0.42481257918742543,Thompson Sampling
637,0.5449247883674886,Thompson Sampling
638,-0.7553044586378864,Thompson Sampling
639,1.3349354366757133,Thompson Sampling
640,0.03830321477901766,Thompson Sampling
641,-1.5090688392755278,Thompson Sampling
642,1.1751961495992869,Thompson Sampling
643,-0.11650023613744731,Thompson Sampling
644,-0.16364711791172637,Thompson Sampling
645,0.7896515453783398,Thompson Sampling
646,-0.523773462283086,Thompson Sampling
647,0.6142936552984892,Thompson Sampling
648,0.733279796982671,Thompson Sampling
649,0.3082450776379507,Thompson Sampling
650,1.3865046239602155,Thompson Sampling
651,2.583337502499325,Thompson Sampling
652,0.9865963739890953,Thompson Sampling
653,2.247047160170517,Thompson Sampling
654,2.5691576180103977,Thompson Sampling
655,1.3396643504859245,Thompson Sampling
656,2.340562384359934,Thompson Sampling
657,0.39535268140878,Thompson Sampling
658,0.31604185406413976,Thompson Sampling
659,-0.4674651415559642,Thompson Sampling
660,1.4264483836525639,Thompson Sampling
661,0.9925371793117952,Thompson Sampling
662,1.8733889323366189,Thompson Sampling
663,2.0685872524538356,Thompson Sampling
664,1.5247552073737602,Thompson Sampling
665,0.2428767149799661,Thompson Sampling
666,1.6029736111157011,Thompson Sampling
667,0.733667505857247,Thompson Sampling
668,0.5399450741703578,Thompson Sampling
669,2.0224931037121046,Thompson Sampling
670,1.1594029752056172,Thompson Sampling
671,2.948929004913971,Thompson Sampling
672,2.179711847401138,Thompson Sampling
673,-1.113877459700531,Thompson Sampling
674,0.3773512674429984,Thompson Sampling
675,0.7371486028435552,Thompson Sampling
676,-0.502462265287987,Thompson Sampling
677,0.732214357663653,Thompson Sampling
678,0.21854265900485115,Thompson Sampling
679,2.9009344116562543,Thompson Sampling
680,2.17475812337088,Thompson Sampling
681,0.5040375508014738,Thompson Sampling
682,-0.3177558885540658,Thompson Sampling
683,0.9377573995974993,Thompson Sampling
684,1.3660304335536582,Thompson Sampling
685,0.18060771610960746,Thompson Sampling
686,0.28331358512874383,Thompson Sampling
687,1.7042726770801573,Thompson Sampling
688,1.139963427231862,Thompson Sampling
689,0.02880790118491905,Thompson Sampling
690,0.12481711960788089,Thompson Sampling
691,-0.3967937530175146,Thompson Sampling
692,1.4489076294615413,Thompson Sampling
693,1.836519610949558,Thompson Sampling
694,0.506862423416943,Thompson Sampling
695,2.632374833897262,Thompson Sampling
696,0.6458026049920438,Thompson Sampling
